11.896,0.06734375,1,5.0,2.5,1,0,5.0,4.0,14.87
12.448,0.06734375,1,5.0,2.5,1,0,5.0,4.0,15.56
20.8,0.046629,1,5.0,2.5,1,0,5.0,4.0,26.0
15.36,0.046629,1,5.0,2.5,1,0,5.0,4.0,19.2
9.184,0.9634925,1,5.0,2.5,1,0,5.0,4.0,11.48
7.256,0.9634925,1,5.0,2.5,1,0,5.0,4.0,9.07
6.696,0.9634925,1,5.0,2.5,1,0,5.0,4.0,8.37
8.376,0.9634925,1,5.0,2.5,1,0,5.0,4.0,10.47
3.984,0.9634925,1,5.0,2.5,1,0,5.0,4.0,4.98
5.264,0.9634925,1,5.0,2.5,1,0,5.0,4.0,6.58
4.88,0.9634925,1,5.0,2.5,1,0,5.0,4.0,6.1
6.472,0.9634925,1,5.0,2.5,1,0,5.0,4.0,8.09
5.384,0.9634925,1,5.0,2.5,1,0,5.0,4.0,6.73
6.472,0.9634925,1,5.0,2.5,1,0,5.0,4.0,8.09
5.432,0.9634925,1,5.0,2.5,1,0,5.0,4.0,6.79
4.8,0.9634925,1,5.0,2.5,1,0,5.0,4.0,6.0
5.176,0.9634925,1,5.0,2.5,1,0,5.0,4.0,6.47
6.736,0.9634925,1,5.0,2.5,1,0,5.0,4.0,8.42
18.144,0.07298345,1,5.0,2.5,1,0,5.0,4.0,22.68
15.12,0.07298345,1,5.0,2.5,1,0,5.0,4.0,18.9
11.488,0.07298345,1,5.0,2.5,1,0,5.0,4.0,14.36
12.704,0.07298345,1,5.0,2.5,1,0,5.0,4.0,15.88
11.488,0.07298345,1,5.0,2.5,1,0,5.0,4.0,14.36
11.488,0.07298345,1,5.0,2.5,1,0,5.0,4.0,14.36
11.488,0.07298345,1,5.0,2.5,1,0,5.0,4.0,14.36
13.912,0.07298345,1,5.0,2.5,1,0,5.0,4.0,17.39
18.144,0.07298345,1,5.0,2.5,1,0,5.0,4.0,22.68
15.12,0.07298345,1,5.0,2.5,1,0,5.0,4.0,18.9
12.096,0.07298345,1,5.0,2.5,1,0,5.0,4.0,15.12
18.144,0.07298345,1,5.0,2.5,1,0,5.0,4.0,22.68
16.328,0.07298345,1,5.0,2.5,1,0,5.0,4.0,20.41
14.52,0.07298345,0,5.0,2.5,1,0,5.0,4.0,18.15
15.12,0.07298345,1,5.0,2.5,1,0,5.0,4.0,18.9
16.328,0.07298345,1,5.0,2.5,1,0,5.0,4.0,20.41
21.168,0.07298345,1,5.0,2.5,1,0,5.0,4.0,26.46
29.64,0.07298345,1,5.0,2.5,1,0,5.0,4.0,37.05
27.224,0.07298345,1,5.0,2.5,1,0,5.0,4.0,34.03
24.2,0.07298345,1,5.0,2.5,1,0,5.0,4.0,30.25
24.2,0.07298345,1,5.0,2.5,1,0,5.0,4.0,30.25
25.104,0.07298345,1,5.0,2.5,1,0,5.0,4.0,31.38
33.272,0.07298345,1,5.0,2.5,1,0,5.0,4.0,41.59
9.016,0.07298345,1,5.0,2.5,1,0,5.0,4.0,11.27
9.016,0.07298345,1,5.0,2.5,1,0,5.0,4.0,11.27
11.488,0.07298345,1,5.0,2.5,1,0,5.0,4.0,14.36
42.344,0.07298345,1,5.0,2.5,1,0,5.0,4.0,52.93
42.344,0.07298345,1,5.0,2.5,1,0,5.0,4.0,52.93
23.592,0.07298345,1,5.0,2.5,1,0,5.0,4.0,29.49
23.592,0.07298345,1,5.0,2.5,1,0,5.0,4.0,29.49
41.736,0.07298345,1,5.0,2.5,1,0,5.0,4.0,52.17
35.832,0.07298345,1,5.0,2.5,1,0,5.0,4.0,44.79
42.0,0.07298345,1,5.0,2.5,1,0,5.0,4.0,52.5
26.848,0.07298345,1,5.0,2.5,1,0,5.0,4.0,33.56
12.704,0.07298345,1,5.0,2.5,1,0,5.0,4.0,15.88
42.112,0.07298345,1,5.0,2.5,1,0,5.0,4.0,52.64
12.088,0.07298345,1,5.0,2.5,1,0,5.0,4.0,15.11
38.712,0.07298345,1,5.0,2.5,1,0,5.0,4.0,48.39
35.688,0.07298345,1,5.0,2.5,1,0,5.0,4.0,44.61
10.224,0.07298345,1,5.0,2.5,1,0,5.0,4.0,12.78
32.664,0.07298345,1,5.0,2.5,1,0,5.0,4.0,40.83
29.64,0.07298345,1,5.0,2.5,1,0,5.0,4.0,37.05
27.224,0.07298345,1,5.0,2.5,1,0,5.0,4.0,34.03
11.96,0.00602825,1,5.0,2.5,1,0,5.0,4.0,14.95
34.16,5.08496125,1,5.0,2.5,1,0,5.0,4.0,42.7
21.84,5.08496125,1,5.0,2.5,1,0,5.0,4.0,27.3
37.52,5.08496125,1,5.0,2.5,1,0,5.0,4.0,46.9
2.36,0.07242345,1,5.0,2.5,1,0,5.0,4.0,2.95
3.472,0.07242345,1,5.0,2.5,1,0,5.0,4.0,4.34
3.472,0.07242345,1,5.0,2.5,1,0,5.0,4.0,4.34
5.432,0.07242345,1,5.0,2.5,1,0,5.0,4.0,6.79
4.344,0.07242345,1,5.0,2.5,1,0,5.0,4.0,5.43
5.976,0.07242345,1,5.0,2.5,1,0,5.0,4.0,7.47
5.976,0.07242345,1,5.0,2.5,1,0,5.0,4.0,7.47
2.44,0.07242345,1,5.0,2.5,1,0,5.0,4.0,3.05
7.68,0.7399062,1,5.0,2.5,1,0,5.0,4.0,9.6
5.104,0.7399062,1,5.0,2.5,1,0,5.0,4.0,6.38
7.68,0.7399062,1,5.0,2.5,1,0,5.0,4.0,9.6
6.472,0.7399062,1,5.0,2.5,1,0,5.0,4.0,8.09
4.952,0.7399062,1,5.0,2.5,1,0,5.0,4.0,6.19
7.68,0.7399062,1,5.0,2.5,1,0,5.0,4.0,9.6
28.944,0.1312839,0,5.0,2.5,1,0,5.0,4.0,36.18
3.8,0.1326766,1,5.0,2.5,1,0,5.0,4.0,4.75
4.072,0.1326766,1,5.0,2.5,1,0,5.0,4.0,5.09
3.664,0.1326766,1,5.0,2.5,1,0,5.0,4.0,4.58
4.072,0.1326766,1,5.0,2.5,1,0,5.0,4.0,5.09
3.8,0.1326766,1,5.0,2.5,1,0,5.0,4.0,4.75
4.888,0.2756844,0,5.0,2.5,1,0,5.0,4.0,6.11
5.664,0.2756844,1,5.0,2.5,1,0,5.0,4.0,7.08
1.032,0.2756844,1,5.0,2.5,1,0,5.0,4.0,1.29
1.184,0.2756844,1,5.0,2.5,1,0,5.0,4.0,1.48
1.184,0.2756844,1,5.0,2.5,1,0,5.0,4.0,1.48
1.952,0.2756844,1,5.0,2.5,1,0,5.0,4.0,2.44
0.96,0.2756844,1,5.0,2.5,1,0,5.0,4.0,1.2
